id,species,lat,lng,date,n_calls,ind_mean_freq,ind_sd_freq,ind_mean_time,ind_sd_time,sp_mean_freq,sp_sd_freq,sp_mean_time,sp_sd_time,z_freq,z_time,Hourly_temp,Tmax,Tmin
4522,Limnodynastes peronii,-33.00687505,151.7184398,2017-11-14,10,600.04,276.6782134136654,0.1242,0.008804039476916896,1033.2535777572523,326.90312201730745,0.12450714798850575,0.06901385335133184,-1.3252047734628745,-0.0044505265767748325,19.794959115374226,22.1,15.9
4621,Limnodynastes peronii,-33.909,150.622,2017-11-15,5,862.5,497.7998493370604,0.2288,0.015287249589118377,1033.2535777572523,326.90312201730745,0.12450714798850575,0.06901385335133184,-0.5223369440571203,1.5111872029600504,19.442434671128897,28.1,11.3
4728,Litoria chloris,-33.4008,151.358,2017-11-14,10,1696.8500000000001,58.15258186682494,0.9056,0.13172378507906438,1872.767980743215,190.36128996990237,0.9746761157823658,0.1901479619611028,-0.9241268577820047,-0.3632756042712476,15.383072753476853,22.1,10.7
4729,Litoria chloris,-33.4007,151.358,2017-11-13,11,1644.918181818182,147.4215914863343,0.9893636363636364,0.09087713983975591,1872.767980743215,190.36128996990237,0.9746761157823658,0.1901479619611028,-1.1969334677289591,0.07724258745552672,14.673644077221095,21.9,11.3
4730,Litoria chloris,-33.4008,151.358,2017-11-13,11,1847.9636363636364,117.88891612638797,1.2556363636363637,0.2074763951524475,1872.767980743215,190.36128996990237,0.9746761157823658,0.1901479619611028,-0.13030140940682014,1.477587479541179,14.67364538465922,21.9,11.3
4860,Crinia parinsignifera,-30.47739734,151.7561637,2017-11-16,10,4078.1,49.43694075396576,0.1115,0.006900080514828152,3745.7335200746966,400.4386008805863,0.26865564892623717,0.1331758505542666,0.8300060963014338,-1.1800611617809738,17.06575868380839,21.8,9.2
4967,Limnodynastes peronii,-33.01332186,151.6318169,2017-11-16,6,1031.2,0,0.207,0.006196773353931858,1033.2535777572523,326.90312201730745,0.12450714798850575,0.06901385335133184,-0.0062819154022748,1.1953085939361228,20.296190538877728,27.3,15.6
5158,Limnodynastes peronii,-32.91454202,151.5796336,2017-11-17,10,1340.6399999999999,412.34447896550444,0.16040000000000001,0.007105553383719594,1033.2535777572523,326.90312201730745,0.12450714798850575,0.06901385335133184,0.9402982154036248,0.5200818425363521,23.15158668674262,26.7,17
5234,Limnodynastes peronii,-36.2305,150.122,2017-11-17,10,684.35,225.5669954679639,0.30369999999999997,0.015224614572753198,1033.2535777572523,326.90312201730745,0.12450714798850575,0.06901385335133184,-1.0672996195453281,2.5964765523129003,17.644280958848128,19.6,16.8
5397,Limnodynastes peronii,-37.1724,144.211,2017-11-17,10,2053.09,173.71267752623385,0.0363,0.002710063549890379,1033.2535777572523,326.90312201730745,0.12450714798850575,0.06901385335133184,3.1196900658194204,-1.2781078537879311,16.28306068414022,22.6,12.1
5464,Limnodynastes peronii,-33.60578382,150.7472202,2017-11-14,10,768.74,245.23883234285898,0.1332,0.0061967733539318665,1033.2535777572523,326.90312201730745,0.12450714798850575,0.06901385335133184,-0.8091497448080289,0.12595807347897506,15.166847103732616,26.6,10.7
5560,Limnodynastes peronii,-30.8173,152.965,2017-11-18,7,950.8857142857142,441.1928354985358,0.11485714285714285,0.00717469096729542,1033.2535777572523,326.90312201730745,0.12450714798850575,0.06901385335133184,-0.2519641383760697,-0.13982707330131522,19.84192393699184,25.1,17.3
5775,Limnodynastes peronii,-35.47878589,150.3692977,2017-11-19,9,1218.8,0,0.07588888888888888,0.008491826135237997,1033.2535777572523,326.90312201730745,0.12450714798850575,0.06901385335133184,0.5675884069192957,-0.7044710118143059,20.866548953415233,21.9,14.1
5901,Limnodynastes peronii,-34.01645569,150.8248,2017-11-19,10,1368.74,100.75341957251655,0.045,0.003464101615137754,1033.2535777572523,326.90312201730745,0.12450714798850575,0.06901385335133184,1.026256403341984,-1.152046207067373,19.569771451767917,26.3,14.5
6046,Limnodynastes peronii,-27.5238,153.084,2017-11-20,10,1584.42,29.662164452379383,0.177,0.00616441400296897,1033.2535777572523,326.90312201730745,0.12450714798850575,0.06901385335133184,1.6860237333969756,0.760613260416957,18.246112389293163,26.5,16.9
6097,Limnodynastes peronii,-34.2175478,150.6007838,2017-11-19,9,770.8000000000001,383.0444458545248,0.128,0.008616843969807044,1033.2535777572523,326.90312201730745,0.12450714798850575,0.06901385335133184,-0.8028481836993804,0.05061088233565282,19.764775122606597,26.1,14.8
6258,Limnodynastes peronii,-34.608,150.843,2017-11-20,10,1378.0900000000001,45.26140003726504,0.2764,0.016022206811519783,1033.2535777572523,326.90312201730745,0.12450714798850575,0.06901385335133184,1.0548581491506555,2.20090379881046,18.280732867299434,23.4,16.4
6279,Crinia parinsignifera,-28.18239952,152.5451463,2017-11-15,5,4293.74,122.2043698073026,0.186,0.012103718436910205,3745.7335200746966,400.4386008805863,0.26865564892623717,0.1331758505542666,1.3685156194238195,-0.6206504301059942,13.837073225610618,27.2,11.9
6345,Limnodynastes peronii,-33.8034514,151.2885376,2017-11-20,6,531.2666666666667,48.38647193861799,0.16883333333333334,0.006400520812142291,1033.2535777572523,326.90312201730745,0.12450714798850575,0.06901385335133184,-1.5355831048441582,0.6422795307367397,NA,NA,NA
6434,Litoria xanthomera,-17.0078,145.718,2017-11-21,14,2558.071428571429,202.85352968458432,0.7777142857142857,0.0690522974289761,2160.303056267463,197.8068978857227,0.7490547801452503,0.13920121627785617,2.010892322540568,0.2058854537005543,25.211662113729336,30,22
6820,Litoria chloris,-27.925,153.208,2017-11-23,6,1751.4,169.3667027487988,1.0073333333333334,0.3267363871176069,1872.767980743215,190.36128996990237,0.9746761157823658,0.1901479619611028,-0.6375664966464778,0.17174634539416242,NA,NA,NA
6826,Litoria chloris,-27.925,153.208,2017-11-23,10,1808.8,40.58792924010784,1.4115,0.4765664813130599,1872.767980743215,190.36128996990237,0.9746761157823658,0.1901479619611028,-0.3360346042692237,2.2972840713748597,NA,NA,NA
7072,Limnodynastes peronii,-36.22254665,150.1311349,2017-11-24,10,890.6,234.87419327518012,0.1172,0.008929352346801719,1033.2535777572523,326.90312201730745,0.12450714798850575,0.06901385335133184,-0.43637875611876126,-0.10587943773124697,17.270686781411044,21.5,14
7124,Limnodynastes dorsalis,-32.1887,115.904,2017-11-24,10,818.25,45.3786844234162,0.3291,0.015595227190108878,609.3869100851723,130.14403413365415,0.1649470189701897,0.07146197873104482,1.6048610395796659,2.2970673908655463,22.462579535998387,31.9,14.4
7322,Limnodynastes peronii,-33.75319966,150.7780773,2017-11-26,10,1049.97,299.089243649227,0.2313,0.01564928113364956,1033.2535777572523,326.90312201730745,0.12450714798850575,0.06901385335133184,0.05113570693235139,1.5474118140866475,NA,NA,NA
7525,Litoria chloris,-33.3875,151.361,2017-11-26,10,1731.31,27.22721065404972,0.8656,0.06588575971583949,1872.767980743215,190.36128996990237,0.9746761157823658,0.1901479619611028,-0.7431026589785178,-0.5736381008631514,19.8016414311217,26.4,17.1
7538,Limnodynastes peronii,-33.64677556,150.3012973,2017-11-27,10,974.98,48.386471938618016,0.1273,0.006600505031182592,1033.2535777572523,326.90312201730745,0.12450714798850575,0.06901385335133184,-0.17825947148393112,0.04046799122020552,13.408240354751573,22.3,13.3
7614,Limnodynastes peronii,-36.03982451,150.0089474,2017-11-27,8,1253.8875,283.1848635861135,0.081,0.004780914437337579,1033.2535777572523,326.90312201730745,0.12450714798850575,0.06901385335133184,0.6749214289579852,-0.6304118068443738,20.35769228435698,21.6,18
7739,Limnodynastes peronii,-32.06929657,152.3567836,2017-11-28,10,571.87,29.630541675777728,0.0818,0.0031552425509864647,1033.2535777572523,326.90312201730745,0.12450714798850575,0.06901385335133184,-1.4113770921185174,-0.6188199312838628,19.98085310759519,25.5,18.8
7746,Limnodynastes peronii,-33.4903,151.325,2017-11-28,10,562.5,0,0.1285,0.008644201653259964,1033.2535777572523,326.90312201730745,0.12450714798850575,0.06901385335133184,-1.440040018132127,0.05785580456097226,18.086180740299017,27.7,18.1
7872,Limnodynastes peronii,-35.78575075,150.2064486,2017-11-28,8,1195.3125,331.45630368119413,0.17925,0.003105295017040597,1033.2535777572523,326.90312201730745,0.12450714798850575,0.06901385335133184,0.4957399037448401,0.7932154104308945,18.705342381656,23.5,16.9
7873,Limnodynastes peronii,-36.7732,144.287,2017-11-28,6,875.0333333333333,48.38647193861802,0.20850000000000002,0.011273863579093013,1033.2535777572523,326.90312201730745,0.12450714798850575,0.06901385335133184,-0.4839973489624312,1.2170433606120816,22.151697138164636,33.6,14.4
7909,Limnodynastes peronii,-36.7098,144.247,2017-11-29,8,1699.2125,33.127952698589766,0.17962499999999998,0.004501983689759124,1033.2535777572523,326.90312201730745,0.12450714798850575,0.06901385335133184,2.0371751671661595,0.7986491020998838,19.380420504724686,34.5,18.8
8102,Crinia parinsignifera,-27.6529,153.07,2017-11-29,3,4437.466666666666,54.155455249987,0.13533333333333333,0.0023094010767585054,3745.7335200746966,400.4386008805863,0.26865564892623717,0.1331758505542666,1.727438726113843,-1.0010997867708573,NA,NA,NA
8195,Crinia parinsignifera,-27.7064,153.228,2017-11-21,8,4312.475,158.4495210288933,0.151,0.010636863125135024,3745.7335200746966,400.4386008805863,0.26865564892623717,0.1331758505542666,1.4153018182538057,-0.8834608409600114,NA,NA,NA
8306,Limnodynastes peronii,-35.1013,150.615,2017-11-30,10,1049.97,106.43953995892066,0.1355,0.01012422836565829,1033.2535777572523,326.90312201730745,0.12450714798850575,0.06901385335133184,0.05113570693235139,0.1592847157154444,21.675951155336517,26.1,18.5
8355,Limnodynastes peronii,-27.2109,153.104,2017-11-30,10,928.13,29.630541675777728,0.0558,0.0023475755815545347,1033.2535777572523,326.90312201730745,0.12450714798850575,0.06901385335133184,-0.321574101551978,-0.9955558870004731,24.29611493860872,26.1,21.4
8418,Limnodynastes peronii,-33.78122962,150.7836217,2017-11-30,10,1246.87,132.93580781715661,0.0973,0.006783149055645991,1033.2535777572523,326.90312201730745,0.12450714798850575,0.06901385335133184,0.653454824550247,-0.3942273422989604,NA,NA,NA
8500,Crinia parinsignifera,-29.0571,152.015,2017-12-01,9,3802.1111111111113,49.43694075396576,0.17044444444444445,0.005317685377847936,3745.7335200746966,400.4386008805863,0.26865564892623717,0.1331758505542666,0.14078960148306718,-0.737455057152224,18.434068109254667,24.9,15.8
8513,Limnodynastes peronii,-32.605,151.762,2017-12-01,5,1406.2,0,0.24760000000000001,0.01314534138012399,1033.2535777572523,326.90312201730745,0.12450714798850575,0.06901385335133184,1.1408469271914834,1.7835962786320612,25.435080830943942,34.1,19.3
8576,Limnodynastes peronii,-30.02208017,153.2024765,2017-12-01,10,750,0,0.0594,0.002270584848790187,1033.2535777572523,326.90312201730745,0.12450714798850575,0.06901385335133184,-0.8664755968352478,-0.9433924469781734,20.63973616053034,27.2,19.4
8651,Crinia parinsignifera,-34.94043624,149.2513461,2017-12-02,7,3816.9857142857145,89.1990737726843,0.16142857142857142,0.019129881885479087,3745.7335200746966,400.4386008805863,0.26865564892623717,0.1331758505542666,0.1779353789927606,-0.8051540654810594,29.244885523897374,30.233333333333334,13.233333333333333
8656,Crinia parinsignifera,-34.94052969,149.2514881,2017-12-02,10,3581.27,123.40735661485763,0.2362,0.03125095554094662,3745.7335200746966,400.4386008805863,0.26865564892623717,0.1331758505542666,-0.4107084574589771,-0.24370521225251812,29.244886379833474,30.233333333333334,13.233333333333333
8662,Limnodynastes peronii,-38.0275,146.808,2017-12-02,5,1593.74,187.48750091672778,0.0998,0.009257429448826496,1033.2535777572523,326.90312201730745,0.12450714798850575,0.06901385335133184,1.714533708898239,-0.3580027311723632,16.919889634332165,17.6,14.5
8687,Crinia parinsignifera,-34.75848133,149.6629797,2017-12-02,8,3621.0625,48.494357182783844,0.48875,0.02969728222293366,3745.7335200746966,400.4386008805863,0.26865564892623717,0.1331758505542666,-0.31133616939160763,1.652659623781255,NA,NA,NA
8744,Crinia parinsignifera,-36.0462,146.978,2017-12-02,10,3375,0,0.2773,0.015769520531004663,3745.7335200746966,400.4386008805863,0.26865564892623717,0.1331758505542666,-0.9258186380120033,0.06490929877891351,16.349920768435528,20.6,18.4
9043,Limnodynastes peronii,-27.3473,153.059,2017-12-03,10,825,211.05390569973136,0.2084,0.01295462165492386,1033.2535777572523,326.90312201730745,0.12450714798850575,0.06901385335133184,-0.6370498283164961,1.2155943761670174,23.973901960222552,29.6,22.6
9055,Litoria xanthomera,-16.165,145.41,2017-12-03,13,2299.0923076923077,107.71605777489307,0.6635384615384615,0.11377068704534235,2160.303056267463,197.8068978857227,0.7490547801452503,0.13920121627785617,0.701640099047639,-0.6143360014620254,28.622805119831725,34.5,26.2
9180,Crinia parinsignifera,-37.2073,145.032,2017-12-04,5,3112.5,122.2542228309518,0.3074,0.021314314438892933,3745.7335200746966,400.4386008805863,0.26865564892623717,0.1331758505542666,-1.5813498465986584,0.2909262521133684,9.776868912421946,11.9,7.8
9186,Limnodynastes peronii,-29.0692,153.343,2017-12-04,6,656.2,0,0.172,0.004381780460041318,1033.2535777572523,326.90312201730745,0.12450714798850575,0.06901385335133184,-1.1534107579960329,0.6881640381637626,21.60909074453807,26.3,20.4
9282,Limnodynastes dorsalis,-31.8741,116.177,2017-12-04,8,506.03749999999997,30.440946930080855,0.224625,0.01091443997647154,609.3869100851723,130.14403413365415,0.1649470189701897,0.07146197873104482,-0.7941156179240263,0.8351011557406641,17.03354036717721,21,16.5
9314,Crinia parinsignifera,-27.7978,152.735,2017-11-19,7,3937.5,0,0.13357142857142856,0.012094863136295266,3745.7335200746966,400.4386008805863,0.26865564892623717,0.1331758505542666,0.4788910946736865,-1.014329698609767,20.7300082862276,25.4,12.9
9346,Limnodynastes peronii,-33.2233,151.504,2017-12-05,9,489.6222222222222,41.31781630779202,0.06177777777777778,0.003961621441334906,1033.2535777572523,326.90312201730745,0.12450714798850575,0.06901385335133184,-1.6629738871268662,-0.9089388168399876,20.613299501030067,21.8,16.6
9438,Limnodynastes peronii,-33.79674935,151.0181771,2017-11-29,10,478.17,29.630541675777714,0.1548,0.013104706533659317,1033.2535777572523,326.90312201730745,0.12450714798850575,0.06901385335133184,-1.698006352254611,0.43893871361277426,17.174419556038373,26.8,17.2
9507,Limnodynastes peronii,-34.76424377,150.6738082,2017-12-06,10,656.2,0,0.0525,0.0051478150704935,1033.2535777572523,326.90312201730745,0.12450714798850575,0.06901385335133184,-1.1534107579960329,-1.0433723736875813,25.5,25.5,16.3
9526,Limnodynastes dorsalis,-31.9013,116.117,2017-12-06,4,818.3,149.18730955859928,0.2125,0.022412793965352316,609.3869100851723,130.14403413365415,0.1649470189701897,0.07146197873104482,1.6052452292994082,0.6654305110803225,26.290532421092564,26.5,12.5
9852,Crinia parinsignifera,-30.28838555,151.6249163,2017-12-03,7,3750,0,0.11371428571428571,0.010656989658033295,3745.7335200746966,400.4386008805863,0.26865564892623717,0.1331758505542666,0.01065451711178994,-1.1634343806861278,16.76209929308698,20.2,10.7
10200,Limnodynastes dorsalis,-31.88,116.225,2017-12-10,4,732.15,86.09999999999997,0.13675,0.005123475382979794,609.3869100851723,130.14403413365415,0.1649470189701897,0.07146197873104482,0.9432863421826432,-0.3945737225708841,29.373820729948193,35.3,18.4
10225,Limnodynastes dorsalis,-31.8629,116.176,2017-12-07,8,775.2,0,0.208,0.009227288721117223,609.3869100851723,130.14403413365415,0.1649470189701897,0.07146197873104482,1.274073690881155,0.6024599625465874,24.45788452354416,29.7,14.8
10394,Limnodynastes dorsalis,-33.82194338,121.9272682,2017-12-11,6,516.8,0,0.1145,0.0033316662497915395,609.3869100851723,130.14403413365415,0.1649470189701897,0.07146197873104482,-0.7114187807493986,-0.7059281014321297,27.928995670826374,35.4,23.9
10666,Limnodynastes peronii,-33.6173,150.308,2017-12-14,9,885.4444444444445,49.38423612629621,0.03422222222222222,0.003382963855030739,1033.2535777572523,326.90312201730745,0.12450714798850575,0.06901385335133184,-0.452149653391754,-1.3082145305909252,20.66823276866056,31.7,20.5
10786,Limnodynastes peronii,-33.6984772,151.2163685,2017-12-15,10,1293.76,39.50738890103697,0.072,0.004944132324730441,1033.2535777572523,326.90312201730745,0.12450714798850575,0.06901385335133184,0.7968918150281707,-0.7608204069001236,NA,NA,NA
10878,Limnodynastes dorsalis,-28.70060951,114.6235778,2017-12-16,6,516.8,0,0.15466666666666667,0.006772493386240163,609.3869100851723,130.14403413365415,0.1649470189701897,0.07146197873104482,-0.7114187807493986,-0.14385764970508713,22.336345399232535,25.8,18.9
10909,Litoria chloris,-27.9721,153.188,2017-12-16,7,1915.2,50.13820898277079,0.6382857142857142,0.02570158416462744,1872.767980743215,190.36128996990237,0.9746761157823658,0.1901479619611028,0.22290256208861495,-1.7690981172097153,NA,NA,NA
10977,Limnodynastes peronii,-33.14407229,151.5821424,2017-12-17,10,1218.77,124.99167127808512,0.1726,0.009731963373909245,1033.2535777572523,326.90312201730745,0.12450714798850575,0.06901385335133184,0.5674966366118882,0.6968579448341462,21.061605478795066,30.4,21.1
11078,Litoria chloris,-33.38824136,151.3722942,2017-12-17,14,1707.5928571428572,287.6579123897682,0.8815,0.0962390852952247,1872.767980743215,190.36128996990237,0.9746761157823658,0.1901479619611028,-0.8676928152066704,-0.4900190084678699,22.446326867699728,27.6,21.4
11157,Litoria chloris,-33.36594685,151.3865376,2017-12-18,12,1890.6416666666667,104.53564384138707,1.0575833333333333,0.2688644330017143,1872.767980743215,190.36128996990237,0.9746761157823658,0.1901479619611028,0.09389349024834605,0.43601423173774145,23.10474246001949,29.1,21
11159,Litoria chloris,-33.36612981,151.3864314,2017-12-18,13,1932.7153846153847,90.10811881802366,0.9053076923076923,0.2599677494791051,1872.767980743215,190.36128996990237,0.9746761157823658,0.1901479619611028,0.31491383506409193,-0.3648128686694193,23.104743643547195,29.1,21
11258,Limnodynastes dorsalis,-31.87608942,115.9532755,2017-12-19,3,488.09999999999997,99.41971635445356,0.136,0.006244997998398388,609.3869100851723,130.14403413365415,0.1649470189701897,0.07146197873104482,-0.9319436798817393,-0.4050688139931733,18.11653128533917,24.2,12
11357,Limnodynastes peronii,-23.275,150.821,2017-12-20,10,759.38,53.24521470412986,0.1117,0.01032849349023263,1033.2535777572523,326.90312201730745,0.12450714798850575,0.06901385335133184,-0.8377820807191692,-0.18557358220976078,26.71328470586829,28.3,25.4
11553,Litoria chloris,-30.56409749,152.7332352,2017-12-13,11,1644.909090909091,48.933229089146685,0.9098181818181819,0.13538671883299205,1872.767980743215,190.36128996990237,0.9746761157823658,0.1901479619611028,-1.1969812238094748,-0.3410919228124646,18.927816843119118,25.7,12
11667,Crinia parinsignifera,-35.2177,149.344,2017-12-23,6,3593.733333333333,48.386471938617895,0.23733333333333334,0.010443498775155127,3745.7335200746966,400.4386008805863,0.26865564892623717,0.1331758505542666,-0.3795842518855744,-0.23519516085343556,11.761362119323959,31.8,11.9
12118,Limnodynastes peronii,-26.1577,152.638,2017-12-24,10,796.9,49.43694075396564,0.0766,0.00604060335470629,1033.2535777572523,326.90312201730745,0.12450714798850575,0.06901385335133184,-0.7230080162548551,-0.6941671224271848,25.295023798851446,34.1,17.4
12210,Limnodynastes peronii,-30.6499,152.891,2017-12-27,10,1471.9,257.8966416566485,0.0974,0.0029514591494904903,1033.2535777572523,326.90312201730745,0.12450714798850575,0.06901385335133184,1.3418239004139099,-0.3927783578538964,27.13224334879665,28.6,17.5
12320,Limnodynastes peronii,-37.7323,144.982,2017-12-28,10,618.76,118.606494107382,0.2383,0.0180988029070065,1033.2535777572523,326.90312201730745,0.12450714798850575,0.06901385335133184,-1.267940101640594,1.6488407252411197,15.783737785482007,24.2,12.338461538461539
12410,Limnodynastes peronii,-34.77421807,150.8193915,2017-12-29,6,781.2666666666667,48.4381117165674,0.06633333333333333,0.0060882400303098,1033.2535777572523,326.90312201730745,0.12450714798850575,0.06901385335133184,-0.770830543114986,-0.8429295254537439,22.529895186643675,26.6,19.9
12470,Litoria chloris,-31.99023271,151.8458582,2017-12-26,16,1693.35625,120.86658743562398,0.9279375,0.07359299672296725,1872.767980743215,190.36128996990237,0.9746761157823658,0.1901479619611028,-0.9424801164752635,-0.24580129758070612,18.049542584375573,21,16
12506,Limnodynastes peronii,-27.5096,153.24,2017-12-30,10,750,0,0.072,0.011709445380166864,1033.2535777572523,326.90312201730745,0.12450714798850575,0.06901385335133184,-0.8664755968352478,-0.7608204069001236,26.875322224369757,29,23.3
12629,Limnodynastes peronii,-35.0907,150.651,2017-12-31,10,562.5,0,0.1645,0.010157099323461729,1033.2535777572523,326.90312201730745,0.12450714798850575,0.06901385335133184,-1.440040018132127,0.5794902047839714,19.587487029154516,22.2,18.2
12672,Limnodynastes peronii,-37.2471,147.631,2018-01-01,8,1347.6375,48.494357182783965,0.141875,0.015056441431209055,1033.2535777572523,326.90312201730745,0.12450714798850575,0.06901385335133184,0.9617036396064248,0.25165747408826705,11.333360629319461,27.5,8.5
12876,Limnodynastes peronii,-32.2625,152.441,2018-01-02,10,1321.87,29.630541675777728,0.0408,0.0026997942308422127,1033.2535777572523,326.90312201730745,0.12450714798850575,0.06901385335133184,0.8828805930689986,-1.212903553760056,23.019958571883055,28,21
12950,Crinia parinsignifera,-29.0722,153.044,2018-01-02,10,4246.91,45.26140003726493,0.1287,0.007761013679496606,3745.7335200746966,400.4386008805863,0.26865564892623717,0.1331758505542666,1.2515688518119603,-1.050908617018428,26.46807282972582,28.7,19.2
13273,Limnodynastes peronii,-21.4261,149.205,2017-12-29,10,796.9,49.43694075396564,0.0291,0.0034464152068167564,1033.2535777572523,326.90312201730745,0.12450714798850575,0.06901385335133184,-0.7230080162548551,-1.382434733832531,NA,NA,NA
13289,Litoria chloris,-33.388393,151.3719778,2018-01-06,11,1721.590909090909,120.58204223304112,0.877090909090909,0.13965561538688986,1872.767980743215,190.36128996990237,0.9746761157823658,0.1901479619611028,-0.7941586846580433,-0.5132066927512957,23.44086457205038,35,16.9
13774,Litoria chloris,-30.32201498,152.8953521,2018-01-10,12,1664.075,42.377419480404704,0.998,0.10938339578166001,1872.767980743215,190.36128996990237,0.9746761157823658,0.1901479619611028,-1.0962994670618749,0.12266176285605103,19.361028198252775,25,16
13996,Litoria xanthomera,-16.898,145.688,2018-01-05,13,2199.507692307692,185.98603648992244,0.7693076923076924,0.08345196683859983,2160.303056267463,197.8068978857227,0.7490547801452503,0.13920121627785617,0.1981965060838198,0.14549378736760263,23.680193863367002,33,23.1
14067,Limnodynastes peronii,-34.5886,150.632,2018-01-13,6,1125,83.89727051579207,0.12233333333333334,0.005465040408511785,1033.2535777572523,326.90312201730745,0.12450714798850575,0.06901385335133184,0.2806532457585104,-0.031498236217967414,30.211604420531224,31.5,21.6
14259,Limnodynastes dorsalis,-31.9155102,115.9010779,2018-01-15,4,667.525,129.20555651106244,0.089,0.007118052168020873,609.3869100851723,130.14403413365415,0.1649470189701897,0.07146197873104482,0.4467211294151336,-1.062761209789962,21.995376383714948,25.8,19.1
14350,Litoria xanthomera,-16.4792,145.382,2018-01-17,14,2578.1214285714286,222.92432030269282,0.6339285714285714,0.1458099206742565,2160.303056267463,197.8068978857227,0.7490547801452503,0.13920121627785617,2.1122538029252564,-0.8270488706569794,25.37129148391199,29.2,24.4
14402,Litoria xanthomera,-16.8277,145.639,2018-01-17,12,2343.725,222.57978804342176,0.8388333333333333,0.12479716877130398,2160.303056267463,197.8068978857227,0.7490547801452503,0.13920121627785617,0.9272777931055958,0.644955235224944,24.961036549396038,29.6,21.8
14474,Limnodynastes dorsalis,-34.3937,119.381,2018-01-18,4,775.2,0,0.147,0.010583005244258363,609.3869100851723,130.14403413365415,0.1649470189701897,0.07146197873104482,1.274073690881155,-0.25114080646626563,21.87754960298122,22,13.8
14561,Litoria xanthomera,-16.8981,145.687,2018-01-19,18,2435.6666666666665,71.20293285433428,0.7855,0.16106200851918892,2160.303056267463,197.8068978857227,0.7490547801452503,0.13920121627785617,1.392082952325995,0.2618168204938833,24.684807105531988,26.9,23.5
14655,Limnodynastes dorsalis,-32.775,116.973,2018-01-18,8,710.6,119.61595689061369,0.083375,0.008087689057185262,609.3869100851723,130.14403413365415,0.1649470189701897,0.07146197873104482,0.7777005729735165,-1.1414743954571305,16.36589852085863,24.8,15
14737,Litoria xanthomera,-16.8981,145.687,2018-01-20,13,2332.2,151.07324382563579,0.862,0.08927205609819903,2160.303056267463,197.8068978857227,0.7490547801452503,0.13920121627785617,0.8690138997672637,0.8113809841237485,24.390756938803936,29.2,23.1
